filename,width,height,class,xmin,ymin,xmax,ymax
09_mouse_bite_01,2775,2159,Mouse_bite,1269,1630,1344,1676
09_mouse_bite_01,2775,2159,Mouse_bite,1516,814,1580,853
09_mouse_bite_01,2775,2159,Mouse_bite,1125,435,1176,492
09_mouse_bite_01,2775,2159,Mouse_bite,528,812,575,885
09_mouse_bite_02,2775,2159,Mouse_bite,1543,432,1607,510
09_mouse_bite_02,2775,2159,Mouse_bite,1194,861,1263,907
09_mouse_bite_02,2775,2159,Mouse_bite,1949,1117,1990,1189
09_mouse_bite_02,2775,2159,Mouse_bite,2075,1640,2148,1678
09_mouse_bite_02,2775,2159,Mouse_bite,2039,173,2089,242
09_mouse_bite_03,2775,2159,Mouse_bite,1553,729,1620,768
09_mouse_bite_03,2775,2159,Mouse_bite,774,699,835,768
09_mouse_bite_03,2775,2159,Mouse_bite,1544,1629,1624,1679
09_mouse_bite_03,2775,2159,Mouse_bite,484,1335,563,1386
09_mouse_bite_03,2775,2159,Mouse_bite,922,1120,958,1166
09_mouse_bite_04,2775,2159,Mouse_bite,1621,504,1674,576
09_mouse_bite_04,2775,2159,Mouse_bite,1126,717,1171,784
09_mouse_bite_04,2775,2159,Mouse_bite,1132,1118,1171,1168
09_mouse_bite_04,2775,2159,Mouse_bite,646,416,696,481
09_mouse_bite_04,2775,2159,Mouse_bite,2276,481,2328,531
09_mouse_bite_05,2775,2159,Mouse_bite,1477,497,1530,566
09_mouse_bite_05,2775,2159,Mouse_bite,1749,1023,1824,1062
09_mouse_bite_05,2775,2159,Mouse_bite,791,253,830,322
09_mouse_bite_05,2775,2159,Mouse_bite,2276,1060,2340,1104
09_mouse_bite_05,2775,2159,Mouse_bite,385,851,426,941
09_mouse_bite_06,2775,2159,Mouse_bite,986,430,1033,498
09_mouse_bite_06,2775,2159,Mouse_bite,860,951,932,1003
09_mouse_bite_06,2775,2159,Mouse_bite,1304,1236,1365,1281
09_mouse_bite_06,2775,2159,Mouse_bite,2631,689,2679,761
09_mouse_bite_06,2775,2159,Mouse_bite,2306,555,2378,612
09_mouse_bite_07,2775,2159,Mouse_bite,1129,429,1186,504
09_mouse_bite_07,2775,2159,Mouse_bite,1666,522,1713,600
09_mouse_bite_07,2775,2159,Mouse_bite,512,794,571,877
09_mouse_bite_07,2775,2159,Mouse_bite,947,904,1017,959
09_mouse_bite_07,2775,2159,Mouse_bite,2558,1714,2619,1755
09_mouse_bite_08,2775,2159,Mouse_bite,1478,430,1524,496
09_mouse_bite_08,2775,2159,Mouse_bite,1845,990,1917,1036
09_mouse_bite_08,2775,2159,Mouse_bite,2586,1006,2653,1070
09_mouse_bite_08,2775,2159,Mouse_bite,567,1272,613,1333
09_mouse_bite_08,2775,2159,Mouse_bite,2430,634,2503,676
09_mouse_bite_09,2775,2159,Mouse_bite,941,558,1000,612
09_mouse_bite_09,2775,2159,Mouse_bite,581,499,656,568
09_mouse_bite_09,2775,2159,Mouse_bite,1659,1017,1737,1058
09_mouse_bite_09,2775,2159,Mouse_bite,1863,327,1944,373
09_mouse_bite_09,2775,2159,Mouse_bite,1300,1494,1390,1541
09_mouse_bite_10,2775,2159,Mouse_bite,1487,289,1542,361
09_mouse_bite_10,2775,2159,Mouse_bite,1021,553,1083,604
09_mouse_bite_10,2775,2159,Mouse_bite,1119,712,1178,783
09_mouse_bite_10,2775,2159,Mouse_bite,2104,963,2195,1013
09_mouse_bite_10,2775,2159,Mouse_bite,568,1112,630,1177
10_mouse_bite_01,2240,2016,Mouse_bite,965,410,1041,498
10_mouse_bite_01,2240,2016,Mouse_bite,1531,940,1632,1022
10_mouse_bite_01,2240,2016,Mouse_bite,1017,1035,1096,1111
10_mouse_bite_01,2240,2016,Mouse_bite,1494,1300,1575,1396
10_mouse_bite_01,2240,2016,Mouse_bite,1907,1418,1975,1479
10_mouse_bite_02,2240,2016,Mouse_bite,1290,560,1365,640
10_mouse_bite_02,2240,2016,Mouse_bite,926,802,1010,882
10_mouse_bite_02,2240,2016,Mouse_bite,1520,956,1611,1021
10_mouse_bite_02,2240,2016,Mouse_bite,1910,1008,1975,1063
10_mouse_bite_02,2240,2016,Mouse_bite,1833,415,1908,471
10_mouse_bite_02,2240,2016,Mouse_bite,939,1426,1016,1495
10_mouse_bite_03,2240,2016,Mouse_bite,961,425,1031,518
10_mouse_bite_03,2240,2016,Mouse_bite,1668,1043,1743,1121
10_mouse_bite_03,2240,2016,Mouse_bite,1852,599,1927,666
10_mouse_bite_03,2240,2016,Mouse_bite,1833,1647,1917,1715
10_mouse_bite_03,2240,2016,Mouse_bite,1808,1211,1887,1266
10_mouse_bite_04,2240,2016,Mouse_bite,1416,341,1500,400
10_mouse_bite_04,2240,2016,Mouse_bite,1145,730,1248,805
10_mouse_bite_04,2240,2016,Mouse_bite,1022,1161,1106,1237
10_mouse_bite_04,2240,2016,Mouse_bite,1196,1646,1296,1720
10_mouse_bite_04,2240,2016,Mouse_bite,742,852,839,941
10_mouse_bite_05,2240,2016,Mouse_bite,1155,405,1248,486
10_mouse_bite_05,2240,2016,Mouse_bite,1975,486,2042,554
10_mouse_bite_05,2240,2016,Mouse_bite,902,788,1006,862
10_mouse_bite_05,2240,2016,Mouse_bite,1659,1042,1737,1132
10_mouse_bite_05,2240,2016,Mouse_bite,1800,1517,1877,1571
11_mouse_bite_01,2282,2248,Mouse_bite,973,375,1032,432
11_mouse_bite_01,2282,2248,Mouse_bite,1253,401,1320,460
11_mouse_bite_01,2282,2248,Mouse_bite,1509,1087,1571,1172
11_mouse_bite_01,2282,2248,Mouse_bite,919,1476,985,1552
11_mouse_bite_01,2282,2248,Mouse_bite,575,852,647,921
11_mouse_bite_02,2282,2248,Mouse_bite,757,336,818,406
11_mouse_bite_02,2282,2248,Mouse_bite,1488,529,1565,599
11_mouse_bite_02,2282,2248,Mouse_bite,1069,718,1138,795
11_mouse_bite_02,2282,2248,Mouse_bite,1138,1113,1239,1172
11_mouse_bite_02,2282,2248,Mouse_bite,1733,1686,1813,1742
11_mouse_bite_03,2282,2248,Mouse_bite,1078,644,1145,722
11_mouse_bite_03,2282,2248,Mouse_bite,304,523,391,626
11_mouse_bite_03,2282,2248,Mouse_bite,1085,1468,1131,1544
11_mouse_bite_03,2282,2248,Mouse_bite,516,1457,576,1533
11_mouse_bite_03,2282,2248,Mouse_bite,613,1146,679,1215
11_mouse_bite_04,2282,2248,Mouse_bite,773,596,859,667
11_mouse_bite_04,2282,2248,Mouse_bite,1028,1151,1112,1205
11_mouse_bite_04,2282,2248,Mouse_bite,826,1385,901,1452
11_mouse_bite_04,2282,2248,Mouse_bite,697,1608,781,1675
11_mouse_bite_04,2282,2248,Mouse_bite,493,740,553,822
11_mouse_bite_05,2282,2248,Mouse_bite,838,126,936,187
11_mouse_bite_05,2282,2248,Mouse_bite,780,606,870,672
11_mouse_bite_05,2282,2248,Mouse_bite,1159,1111,1257,1160
11_mouse_bite_05,2282,2248,Mouse_bite,535,1126,622,1195
11_mouse_bite_05,2282,2248,Mouse_bite,742,1569,840,1640
11_mouse_bite_06,2282,2248,Mouse_bite,1073,660,1140,744
11_mouse_bite_06,2282,2248,Mouse_bite,584,842,660,903
11_mouse_bite_06,2282,2248,Mouse_bite,308,1400,380,1485
11_mouse_bite_06,2282,2248,Mouse_bite,1357,1393,1452,1461
11_mouse_bite_06,2282,2248,Mouse_bite,1884,1786,1940,1886
11_mouse_bite_07,2282,2248,Mouse_bite,1011,530,1092,595
11_mouse_bite_07,2282,2248,Mouse_bite,1277,325,1381,412
11_mouse_bite_07,2282,2248,Mouse_bite,503,203,593,294
11_mouse_bite_07,2282,2248,Mouse_bite,814,1062,900,1119
11_mouse_bite_07,2282,2248,Mouse_bite,620,1372,680,1421
11_mouse_bite_08,2282,2248,Mouse_bite,1511,1073,1564,1165
11_mouse_bite_08,2282,2248,Mouse_bite,676,1067,755,1123
11_mouse_bite_08,2282,2248,Mouse_bite,925,1202,994,1254
11_mouse_bite_08,2282,2248,Mouse_bite,1432,1590,1489,1664
11_mouse_bite_08,2282,2248,Mouse_bite,1039,523,1117,597
11_mouse_bite_09,2282,2248,Mouse_bite,1072,657,1146,731
11_mouse_bite_09,2282,2248,Mouse_bite,1254,1155,1329,1209
11_mouse_bite_09,2282,2248,Mouse_bite,1100,1950,1199,2017
11_mouse_bite_09,2282,2248,Mouse_bite,511,1398,572,1487
11_mouse_bite_09,2282,2248,Mouse_bite,657,1650,738,1728
11_mouse_bite_10,2282,2248,Mouse_bite,733,854,822,916
11_mouse_bite_10,2282,2248,Mouse_bite,1006,1070,1104,1127
11_mouse_bite_10,2282,2248,Mouse_bite,733,1116,816,1169
11_mouse_bite_10,2282,2248,Mouse_bite,1070,1490,1136,1566
11_mouse_bite_10,2282,2248,Mouse_bite,1424,1867,1490,1947
12_mouse_bite_01,2529,2530,Mouse_bite,1757,462,1809,536
12_mouse_bite_01,2529,2530,Mouse_bite,911,733,986,784
12_mouse_bite_01,2529,2530,Mouse_bite,627,1203,680,1278
12_mouse_bite_01,2529,2530,Mouse_bite,1760,1446,1805,1513
12_mouse_bite_01,2529,2530,Mouse_bite,1268,1785,1321,1828
12_mouse_bite_02,2529,2530,Mouse_bite,1317,503,1368,572
12_mouse_bite_02,2529,2530,Mouse_bite,2217,401,2273,475
12_mouse_bite_02,2529,2530,Mouse_bite,1660,1414,1703,1473
12_mouse_bite_02,2529,2530,Mouse_bite,323,1162,366,1233
12_mouse_bite_02,2529,2530,Mouse_bite,1026,1074,1094,1127
12_mouse_bite_03,2529,2530,Mouse_bite,1409,336,1462,406
12_mouse_bite_03,2529,2530,Mouse_bite,1654,681,1710,757
12_mouse_bite_03,2529,2530,Mouse_bite,2270,531,2325,616
12_mouse_bite_03,2529,2530,Mouse_bite,910,1194,1006,1249
12_mouse_bite_03,2529,2530,Mouse_bite,1784,1238,1859,1288
12_mouse_bite_04,2529,2530,Mouse_bite,626,676,706,729
12_mouse_bite_04,2529,2530,Mouse_bite,626,1216,680,1294
12_mouse_bite_04,2529,2530,Mouse_bite,1753,1444,1800,1517
12_mouse_bite_04,2529,2530,Mouse_bite,1547,1785,1631,1839
12_mouse_bite_04,2529,2530,Mouse_bite,106,1741,162,1823
12_mouse_bite_05,2529,2530,Mouse_bite,1341,1076,1417,1125
12_mouse_bite_05,2529,2530,Mouse_bite,793,1535,882,1588
12_mouse_bite_05,2529,2530,Mouse_bite,1812,1459,1858,1537
12_mouse_bite_05,2529,2530,Mouse_bite,749,1783,813,1830
12_mouse_bite_05,2529,2530,Mouse_bite,2370,1670,2416,1741
12_mouse_bite_06,2529,2530,Mouse_bite,1546,903,1598,977
12_mouse_bite_06,2529,2530,Mouse_bite,1958,546,2011,623
12_mouse_bite_06,2529,2530,Mouse_bite,1803,1453,1854,1529
12_mouse_bite_06,2529,2530,Mouse_bite,734,1132,814,1181
12_mouse_bite_06,2529,2530,Mouse_bite,623,1469,696,1523
12_mouse_bite_07,2529,2530,Mouse_bite,1750,709,1806,803
12_mouse_bite_07,2529,2530,Mouse_bite,2186,1046,2273,1093
12_mouse_bite_07,2529,2530,Mouse_bite,481,1099,556,1152
12_mouse_bite_07,2529,2530,Mouse_bite,1548,1663,1625,1710
12_mouse_bite_07,2529,2530,Mouse_bite,1657,1422,1701,1493
12_mouse_bite_08,2529,2530,Mouse_bite,1312,203,1357,277
12_mouse_bite_08,2529,2530,Mouse_bite,2227,351,2273,428
12_mouse_bite_08,2529,2530,Mouse_bite,965,731,1039,774
12_mouse_bite_08,2529,2530,Mouse_bite,1302,1120,1375,1170
12_mouse_bite_08,2529,2530,Mouse_bite,2335,1648,2387,1730
12_mouse_bite_09,2529,2530,Mouse_bite,1760,480,1801,554
12_mouse_bite_09,2529,2530,Mouse_bite,1396,1074,1468,1125
12_mouse_bite_09,2529,2530,Mouse_bite,2094,1185,2163,1234
12_mouse_bite_09,2529,2530,Mouse_bite,750,1534,828,1584
12_mouse_bite_09,2529,2530,Mouse_bite,110,1813,156,1891
12_mouse_bite_10,2529,2530,Mouse_bite,1504,338,1551,394
12_mouse_bite_10,2529,2530,Mouse_bite,1557,925,1607,980
12_mouse_bite_10,2529,2530,Mouse_bite,758,1126,835,1181
12_mouse_bite_10,2529,2530,Mouse_bite,526,1338,603,1389
12_mouse_bite_10,2529,2530,Mouse_bite,2300,1695,2340,1772
01_open_circuit_01,3034,1586,Open_circuit,1538,1149,1583,1205
01_open_circuit_01,3034,1586,Open_circuit,1071,1342,1113,1380
01_open_circuit_01,3034,1586,Open_circuit,1683,467,1726,503
01_open_circuit_02,3034,1586,Open_circuit,1502,1349,1539,1378
01_open_circuit_02,3034,1586,Open_circuit,1652,1196,1684,1229
01_open_circuit_02,3034,1586,Open_circuit,775,1127,808,1165
01_open_circuit_03,3034,1586,Open_circuit,1418,1132,1460,1172
01_open_circuit_03,3034,1586,Open_circuit,598,909,632,942
01_open_circuit_03,3034,1586,Open_circuit,1687,349,1722,389
01_open_circuit_04,3034,1586,Open_circuit,2176,1089,2217,1134
01_open_circuit_04,3034,1586,Open_circuit,2155,295,2191,330
01_open_circuit_04,3034,1586,Open_circuit,727,1277,761,1314
01_open_circuit_05,3034,1586,Open_circuit,2203,604,2235,641
01_open_circuit_05,3034,1586,Open_circuit,1015,1312,1050,1349
01_open_circuit_05,3034,1586,Open_circuit,2712,946,2745,979
01_open_circuit_06,3034,1586,Open_circuit,1512,926,1544,961
01_open_circuit_06,3034,1586,Open_circuit,714,1113,740,1141
01_open_circuit_06,3034,1586,Open_circuit,174,1166,206,1208
01_open_circuit_07,3034,1586,Open_circuit,2192,295,2232,331
01_open_circuit_07,3034,1586,Open_circuit,2710,941,2743,976
01_open_circuit_07,3034,1586,Open_circuit,2555,544,2590,577
01_open_circuit_08,3034,1586,Open_circuit,1981,988,2023,1030
01_open_circuit_08,3034,1586,Open_circuit,1674,635,1719,675
01_open_circuit_08,3034,1586,Open_circuit,713,742,746,773
01_open_circuit_09,3034,1586,Open_circuit,482,963,514,1001
01_open_circuit_09,3034,1586,Open_circuit,2480,286,2513,321
01_open_circuit_09,3034,1586,Open_circuit,2695,1230,2723,1261
01_open_circuit_10,3034,1586,Open_circuit,1411,1141,1455,1182
01_open_circuit_10,3034,1586,Open_circuit,1693,238,1720,272
01_open_circuit_10,3034,1586,Open_circuit,1207,973,1232,998
01_open_circuit_11,3034,1586,Open_circuit,2619,524,2650,551
01_open_circuit_11,3034,1586,Open_circuit,1684,1376,1712,1409
01_open_circuit_11,3034,1586,Open_circuit,2548,574,2596,609
01_open_circuit_12,3034,1586,Open_circuit,2715,946,2742,975
01_open_circuit_12,3034,1586,Open_circuit,2713,1178,2739,1204
01_open_circuit_12,3034,1586,Open_circuit,1705,587,1732,612
01_open_circuit_13,3034,1586,Open_circuit,580,1083,605,1110
01_open_circuit_13,3034,1586,Open_circuit,443,903,473,934
01_open_circuit_13,3034,1586,Open_circuit,1329,791,1361,822
01_open_circuit_14,3034,1586,Open_circuit,1120,1314,1180,1351
01_open_circuit_14,3034,1586,Open_circuit,2829,826,2853,863
01_open_circuit_14,3034,1586,Open_circuit,2029,758,2061,785
01_open_circuit_15,3034,1586,Open_circuit,729,1278,757,1313
01_open_circuit_15,3034,1586,Open_circuit,474,1048,518,1082
01_open_circuit_15,3034,1586,Open_circuit,177,1123,205,1154
01_open_circuit_16,3034,1586,Open_circuit,1834,817,1863,842
01_open_circuit_16,3034,1586,Open_circuit,1513,884,1543,917
01_open_circuit_17,3034,1586,Open_circuit,2593,722,2625,750
01_open_circuit_17,3034,1586,Open_circuit,2425,1114,2453,1148
01_open_circuit_17,3034,1586,Open_circuit,2138,874,2165,901
01_open_circuit_18,3034,1586,Open_circuit,627,1273,667,1310
01_open_circuit_18,3034,1586,Open_circuit,313,1396,349,1427
01_open_circuit_18,3034,1586,Open_circuit,1250,1152,1302,1187
01_open_circuit_19,3034,1586,Open_circuit,1684,353,1722,384
01_open_circuit_19,3034,1586,Open_circuit,712,999,737,1027
01_open_circuit_19,3034,1586,Open_circuit,2431,1172,2461,1203
01_open_circuit_20,3034,1586,Open_circuit,2141,1160,2178,1190
01_open_circuit_20,3034,1586,Open_circuit,2494,1411,2535,1442
01_open_circuit_20,3034,1586,Open_circuit,1988,1236,2018,1277
04_open_circuit_01,3056,2464,Open_circuit,434,2177,491,2244
04_open_circuit_01,3056,2464,Open_circuit,440,1374,498,1427
04_open_circuit_01,3056,2464,Open_circuit,596,1213,677,1281
04_open_circuit_02,3056,2464,Open_circuit,466,2235,546,2313
04_open_circuit_02,3056,2464,Open_circuit,420,1721,501,1778
04_open_circuit_02,3056,2464,Open_circuit,127,1228,197,1306
04_open_circuit_03,3056,2464,Open_circuit,940,850,1001,910
04_open_circuit_03,3056,2464,Open_circuit,1199,1208,1262,1262
04_open_circuit_03,3056,2464,Open_circuit,1878,431,1944,510
04_open_circuit_04,3056,2464,Open_circuit,395,506,455,564
04_open_circuit_04,3056,2464,Open_circuit,1796,815,1866,859
04_open_circuit_04,3056,2464,Open_circuit,1223,300,1296,355
04_open_circuit_05,3056,2464,Open_circuit,126,621,197,677
04_open_circuit_05,3056,2464,Open_circuit,2384,1608,2451,1668
04_open_circuit_05,3056,2464,Open_circuit,1901,980,1984,1054
04_open_circuit_06,3056,2464,Open_circuit,999,1531,1061,1587
04_open_circuit_06,3056,2464,Open_circuit,591,1841,646,1888
04_open_circuit_06,3056,2464,Open_circuit,1784,1256,1841,1307
04_open_circuit_07,3056,2464,Open_circuit,1001,1030,1054,1075
04_open_circuit_07,3056,2464,Open_circuit,386,1110,459,1169
04_open_circuit_07,3056,2464,Open_circuit,1790,1255,1852,1309
04_open_circuit_08,3056,2464,Open_circuit,886,1027,943,1070
04_open_circuit_08,3056,2464,Open_circuit,495,1299,553,1351
04_open_circuit_08,3056,2464,Open_circuit,1742,905,1796,961
04_open_circuit_09,3056,2464,Open_circuit,1112,286,1172,348
04_open_circuit_09,3056,2464,Open_circuit,2331,432,2401,500
04_open_circuit_09,3056,2464,Open_circuit,2127,877,2207,937
04_open_circuit_10,3056,2464,Open_circuit,1171,1707,1241,1752
04_open_circuit_10,3056,2464,Open_circuit,2180,1465,2234,1534
04_open_circuit_10,3056,2464,Open_circuit,2581,1583,2656,1658
04_open_circuit_11,3056,2464,Open_circuit,2231,1600,2310,1652
04_open_circuit_11,3056,2464,Open_circuit,2472,1775,2540,1850
04_open_circuit_11,3056,2464,Open_circuit,2389,1154,2450,1225
04_open_circuit_12,3056,2464,Open_circuit,2135,854,2202,910
04_open_circuit_12,3056,2464,Open_circuit,908,1109,977,1160
04_open_circuit_12,3056,2464,Open_circuit,1161,1201,1228,1263
04_open_circuit_13,3056,2464,Open_circuit,539,1452,601,1510
04_open_circuit_13,3056,2464,Open_circuit,1705,278,1785,347
04_open_circuit_13,3056,2464,Open_circuit,559,504,621,566
04_open_circuit_14,3056,2464,Open_circuit,549,1020,610,1078
04_open_circuit_14,3056,2464,Open_circuit,1776,1205,1842,1265
04_open_circuit_14,3056,2464,Open_circuit,886,1021,942,1069
04_open_circuit_15,3056,2464,Open_circuit,1891,1401,1954,1456
04_open_circuit_15,3056,2464,Open_circuit,2381,1393,2456,1457
04_open_circuit_15,3056,2464,Open_circuit,1874,521,1949,581
04_open_circuit_16,3056,2464,Open_circuit,1717,813,1783,871
04_open_circuit_16,3056,2464,Open_circuit,1963,1238,2040,1298
04_open_circuit_16,3056,2464,Open_circuit,1794,958,1848,1035
04_open_circuit_17,3056,2464,Open_circuit,487,1303,550,1364
04_open_circuit_17,3056,2464,Open_circuit,119,1210,204,1273
04_open_circuit_17,3056,2464,Open_circuit,239,1797,291,1858
04_open_circuit_18,3056,2464,Open_circuit,493,501,551,568
04_open_circuit_18,3056,2464,Open_circuit,396,1076,457,1140
04_open_circuit_19,3056,2464,Open_circuit,1562,1205,1624,1259
04_open_circuit_19,3056,2464,Open_circuit,1850,1764,1927,1821
04_open_circuit_19,3056,2464,Open_circuit,907,1253,968,1301
04_open_circuit_20,3056,2464,Open_circuit,841,1079,908,1133
04_open_circuit_20,3056,2464,Open_circuit,1885,1376,1961,1441
04_open_circuit_20,3056,2464,Open_circuit,1796,816,1866,858
05_open_circuit_01,2544,2156,Open_circuit,881,848,937,909
05_open_circuit_01,2544,2156,Open_circuit,454,624,514,677
05_open_circuit_01,2544,2156,Open_circuit,1586,629,1633,669
05_open_circuit_02,2544,2156,Open_circuit,767,1667,813,1719
05_open_circuit_02,2544,2156,Open_circuit,2213,1778,2265,1820
05_open_circuit_02,2544,2156,Open_circuit,2035,264,2102,314
05_open_circuit_03,2544,2156,Open_circuit,1595,740,1643,790
05_open_circuit_03,2544,2156,Open_circuit,1401,832,1443,878
05_open_circuit_03,2544,2156,Open_circuit,1609,1373,1660,1422
05_open_circuit_04,2544,2156,Open_circuit,1400,829,1441,881
05_open_circuit_04,2544,2156,Open_circuit,1590,747,1648,786
05_open_circuit_04,2544,2156,Open_circuit,1818,1545,1865,1595
05_open_circuit_04,2544,2156,Open_circuit,1241,1765,1302,1821
05_open_circuit_04,2544,2156,Open_circuit,1610,1370,1667,1420
05_open_circuit_05,2544,2156,Open_circuit,216,1358,269,1411
05_open_circuit_05,2544,2156,Open_circuit,1390,1398,1443,1446
05_open_circuit_05,2544,2156,Open_circuit,1002,1481,1058,1533
05_open_circuit_06,2544,2156,Open_circuit,2359,1635,2403,1690
05_open_circuit_06,2544,2156,Open_circuit,2083,992,2180,1085
05_open_circuit_06,2544,2156,Open_circuit,1701,709,1766,773
05_open_circuit_07,2544,2156,Open_circuit,874,1087,926,1130
05_open_circuit_07,2544,2156,Open_circuit,2385,1411,2455,1474
05_open_circuit_07,2544,2156,Open_circuit,946,340,996,389
05_open_circuit_08,2544,2156,Open_circuit,1169,1028,1216,1081
05_open_circuit_08,2544,2156,Open_circuit,1562,914,1615,959
05_open_circuit_08,2544,2156,Open_circuit,1034,1486,1091,1538
05_open_circuit_09,2544,2156,Open_circuit,2245,1359,2308,1411
05_open_circuit_09,2544,2156,Open_circuit,1615,1857,1665,1905
05_open_circuit_09,2544,2156,Open_circuit,2131,1546,2192,1591
05_open_circuit_10,2544,2156,Open_circuit,1203,663,1255,706
05_open_circuit_10,2544,2156,Open_circuit,146,425,198,477
05_open_circuit_10,2544,2156,Open_circuit,311,561,363,625
06_open_circuit_01,2868,2316,Open_circuit,1493,1536,1528,1578
06_open_circuit_01,2868,2316,Open_circuit,1033,512,1079,555
06_open_circuit_01,2868,2316,Open_circuit,1679,787,1716,828
06_open_circuit_01,2868,2316,Open_circuit,976,1332,1019,1376
06_open_circuit_01,2868,2316,Open_circuit,1380,1080,1422,1114
06_open_circuit_02,2868,2316,Open_circuit,2042,959,2081,998
06_open_circuit_02,2868,2316,Open_circuit,1930,1119,1962,1152
06_open_circuit_02,2868,2316,Open_circuit,450,1586,485,1628
06_open_circuit_02,2868,2316,Open_circuit,968,2171,1037,2239
06_open_circuit_02,2868,2316,Open_circuit,527,1919,565,1966
06_open_circuit_03,2868,2316,Open_circuit,2242,624,2281,664
06_open_circuit_03,2868,2316,Open_circuit,2075,1373,2105,1407
06_open_circuit_03,2868,2316,Open_circuit,1281,1685,1316,1726
06_open_circuit_03,2868,2316,Open_circuit,1137,917,1185,955
06_open_circuit_03,2868,2316,Open_circuit,1019,1296,1048,1333
06_open_circuit_04,2868,2316,Open_circuit,1411,691,1450,733
06_open_circuit_04,2868,2316,Open_circuit,682,953,718,996
06_open_circuit_04,2868,2316,Open_circuit,469,1302,511,1340
06_open_circuit_04,2868,2316,Open_circuit,1321,1207,1356,1240
06_open_circuit_04,2868,2316,Open_circuit,441,910,485,953
06_open_circuit_05,2868,2316,Open_circuit,1930,1345,1965,1380
06_open_circuit_05,2868,2316,Open_circuit,1444,659,1488,695
06_open_circuit_05,2868,2316,Open_circuit,1850,1700,1891,1733
06_open_circuit_05,2868,2316,Open_circuit,1426,1648,1465,1684
06_open_circuit_05,2868,2316,Open_circuit,865,363,909,405
06_open_circuit_06,2868,2316,Open_circuit,1811,790,1845,825
06_open_circuit_06,2868,2316,Open_circuit,1586,821,1625,856
06_open_circuit_06,2868,2316,Open_circuit,1162,681,1205,725
06_open_circuit_06,2868,2316,Open_circuit,430,724,491,767
06_open_circuit_06,2868,2316,Open_circuit,807,736,842,771
06_open_circuit_07,2868,2316,Open_circuit,1192,394,1251,452
06_open_circuit_07,2868,2316,Open_circuit,1928,1021,1964,1102
06_open_circuit_07,2868,2316,Open_circuit,1760,1665,1848,1703
06_open_circuit_07,2868,2316,Open_circuit,1194,1061,1226,1108
06_open_circuit_07,2868,2316,Open_circuit,1673,1014,1730,1053
06_open_circuit_08,2868,2316,Open_circuit,1188,402,1271,442
06_open_circuit_08,2868,2316,Open_circuit,684,1044,716,1122
06_open_circuit_08,2868,2316,Open_circuit,159,1036,204,1119
06_open_circuit_08,2868,2316,Open_circuit,879,1368,913,1422
06_open_circuit_08,2868,2316,Open_circuit,1788,1093,1825,1152
06_open_circuit_09,2868,2316,Open_circuit,2098,982,2141,1053
06_open_circuit_09,2868,2316,Open_circuit,1793,1665,1865,1697
06_open_circuit_09,2868,2316,Open_circuit,1490,1131,1593,1154
06_open_circuit_09,2868,2316,Open_circuit,1199,1062,1226,1131
06_open_circuit_09,2868,2316,Open_circuit,1896,1890,1961,1922
06_open_circuit_10,2868,2316,Open_circuit,1988,994,2020,1050
06_open_circuit_10,2868,2316,Open_circuit,1298,1036,1350,1079
06_open_circuit_10,2868,2316,Open_circuit,937,1319,976,1378
06_open_circuit_10,2868,2316,Open_circuit,632,302,682,340
06_open_circuit_10,2868,2316,Open_circuit,1368,325,1458,367
07_open_circuit_01,2904,1921,Open_circuit,1725,182,1779,233
07_open_circuit_01,2904,1921,Open_circuit,950,375,1027,457
07_open_circuit_01,2904,1921,Open_circuit,1691,882,1756,935
07_open_circuit_01,2904,1921,Open_circuit,971,883,1037,931
07_open_circuit_01,2904,1921,Open_circuit,2122,886,2176,938
07_open_circuit_02,2904,1921,Open_circuit,2022,244,2067,288
07_open_circuit_02,2904,1921,Open_circuit,1771,867,1819,918
07_open_circuit_02,2904,1921,Open_circuit,2183,827,2234,884
07_open_circuit_02,2904,1921,Open_circuit,799,950,850,1002
07_open_circuit_02,2904,1921,Open_circuit,688,402,741,475
07_open_circuit_03,2904,1921,Open_circuit,1103,526,1148,579
07_open_circuit_03,2904,1921,Open_circuit,1344,869,1389,919
07_open_circuit_03,2904,1921,Open_circuit,986,959,1038,1004
07_open_circuit_03,2904,1921,Open_circuit,2056,831,2107,876
07_open_circuit_03,2904,1921,Open_circuit,2332,449,2380,511
07_open_circuit_04,2904,1921,Open_circuit,642,227,717,298
07_open_circuit_04,2904,1921,Open_circuit,862,506,913,578
07_open_circuit_04,2904,1921,Open_circuit,1986,242,2051,290
07_open_circuit_04,2904,1921,Open_circuit,2688,572,2735,618
07_open_circuit_04,2904,1921,Open_circuit,2355,660,2418,715
07_open_circuit_05,2904,1921,Open_circuit,1629,871,1678,918
07_open_circuit_05,2904,1921,Open_circuit,886,861,940,913
07_open_circuit_05,2904,1921,Open_circuit,1932,633,1996,675
07_open_circuit_05,2904,1921,Open_circuit,1519,525,1566,570
07_open_circuit_05,2904,1921,Open_circuit,2088,951,2154,994
07_open_circuit_06,2904,1921,Open_circuit,1096,597,1150,654
07_open_circuit_06,2904,1921,Open_circuit,1313,414,1358,457
07_open_circuit_06,2904,1921,Open_circuit,1841,812,1885,862
07_open_circuit_06,2904,1921,Open_circuit,1804,687,1855,731
07_open_circuit_06,2904,1921,Open_circuit,2206,829,2255,877
07_open_circuit_07,2904,1921,Open_circuit,1528,625,1590,673
07_open_circuit_07,2904,1921,Open_circuit,797,903,847,960
